fid,place,wikipedia,wikidata,name,present,dimensions,interpreted
"6476",hamlet,,,San Pellegrino,,,
"6477",hamlet,it:Spedaletto (Pistoia),Q16607996,Spedaletto,,,
"6478",hamlet,,,Stabiazzoni,,,
"6479",hamlet,,,Trebbio,,,
"6480",hamlet,,,Monteferrara,,,
"6481",hamlet,,,Corbella,,,
"6482",hamlet,,,Valcava,,,
"6483",hamlet,,,Croveglia,,,
"6484",hamlet,,,Campello,,,
"6485",hamlet,,,Canicchia,,,
"6486",hamlet,it:Sassalbo,Q3950672,Sassalbo,,,
"6487",hamlet,,,Casola Canina,,,
"6488",hamlet,,,Case Badioli,,,
"6489",hamlet,it:Cattabrighe,Q3663633,Cattabrighe,,,
"6490",hamlet,,,Colombarone,,,
"6491",hamlet,,Q21795315,Acquasanta,,,
"6492",hamlet,it:Ama (Gaiole in Chianti),Q17991828,Ama,,,
"6493",hamlet,,,Isola,,,
"6494",hamlet,it:Vecciatica,Q4009189,Vecciatica,,,
"6495",hamlet,,,Case Bertoni,,,
"6496",hamlet,,,Pian della Rena,,,
"6497",hamlet,,,Vingone,,,
"6498",hamlet,,,Gorgo,,,
"6499",hamlet,"sh:Osteriola, Bologna",Q18438528,Osteriola,,,
"6500",hamlet,,,Bellaria,,,
"6501",hamlet,,,Pastine di Sotto,,,
"6502",hamlet,en:Volte Alte,Q18492075,Volte Alte,,,
"6503",hamlet,,,Camporella,,,
"6504",hamlet,,,Castello di Villa,,,
"6505",hamlet,,,Ortigaro,,,
"6506",hamlet,,,Pera,,,
"6507",hamlet,,Q18491619,Corpo Santo,,,
"6508",hamlet,,Q18491793,Monteresi,,,
"6509",hamlet,,,Cennina,,,
"6510",hamlet,,,Cerrecchia,,,
"6511",hamlet,,,Molli,,,
"6512",hamlet,,,Il Cucco,,,
"6513",hamlet,,,Rivabella,,,
"6514",hamlet,,,Vignale,,,
"6515",hamlet,,,Bricciano,,,
"6516",hamlet,,,Cappella,,,
"6517",hamlet,,,Cembroni,,,
"6518",hamlet,,,Cocolaio,,,
"6519",hamlet,,,Gombereto,,,
"6520",hamlet,,,Guzzano,,,
"6521",hamlet,,,Livizzano,,,
"6522",hamlet,,,Mobbiano,,,
"6523",hamlet,,,Vizzata,,,
"6524",hamlet,,,Badia a Pomaio,,,
"6525",hamlet,,,Migliarina,,,
"6526",hamlet,,,Case Cantini,,,
"6527",hamlet,it:Cazzola (Traversetolo),Q3664044,Cazzola,,,
"6528",hamlet,,,Mulazzano Costa,,,
"6529",hamlet,,,Fienile,,,
"6530",hamlet,,,Fossola,,,
"6531",hamlet,,,La Porta,,,
"6532",hamlet,it:Sivizzano (Traversetolo),Q3962402,Sivizzano,,,
"6533",hamlet,it:Stadirano,Q18443313,Stadirano,,,
"6534",hamlet,,,Tassara,,,
"6535",hamlet,it:Torre (Traversetolo),Q3995118,Torre,,,
"6536",hamlet,,,Ponsano,,,
"6537",hamlet,,,I Fuochi,,,
"6538",hamlet,,,Istieto,,,
"6539",hamlet,,,Peruzza,,,
"6540",hamlet,,,La Castagna,,,
"6541",hamlet,,,Pelerzo,,,
"6542",hamlet,,,Martinelli,,,
"6543",hamlet,,,Case Baratta,,,
"6544",hamlet,,,Vangile,,,
"6545",hamlet,,,Cozzile,false,,false
"6546",hamlet,,,Biscolla,,,
"6547",hamlet,,,Buggiano Castello,,,
"6548",hamlet,,,Ligure,,,
"6549",hamlet,en:Pieve a Bozzone,Q18491855,Pieve a Bozzone,,,
"6550",hamlet,,,Poggio alle Corti,,,
"6551",hamlet,,,San Severo,,,
"6552",hamlet,,,I Costioli,,,
"6553",hamlet,,Q18495904,Marinuccia,,,
"6554",hamlet,,Q18495940,Montecucco,,,
"6555",hamlet,,Q18495956,Montepulciano,,,
"6556",hamlet,,,Monti,,,
"6557",hamlet,,Q18496067,Ponte Musone,,,
"6558",hamlet,,Q18496080,Pradellona,,,
"6559",hamlet,,Q18496162,Sant'Anna,,,
"6560",hamlet,,Q18496170,Sant'Ignazio,,,
"6561",hamlet,,Q18496154,Santa Maria,,,
"6562",hamlet,,,Lozzola,,,
"6563",hamlet,,,Aiola,,,
"6564",hamlet,,,Camaggiori,,,
"6565",hamlet,,,Paganico,,,
"6566",hamlet,,Q18491770,Monte Sante Marie,,,
"6567",hamlet,,Q18445862,Campanile,,,
"6568",hamlet,,,Chilometro 54,,,
"6569",hamlet,,,Cà Geminiani,,,
"6570",hamlet,,,Santa Maria in Fabriago,,,
"6571",hamlet,,,Mondaniga-Viola,,,
"6572",hamlet,,,Santa Dorotea,,,
"6573",hamlet,,,Zeppa,,,
"6574",hamlet,,,Zeppa Inferiore,,,
"6575",hamlet,,,Zeppa Nuova,,,
"6576",hamlet,,,Aia Schiappa,,,
"6577",hamlet,,,Borgo Serraglio,,,
"6578",hamlet,,Q18445867,Campazzo,,,
"6579",hamlet,"sh:Case Capanno, Bologna",Q18438197,Case Capanno,,,
"6580",hamlet,,,Case Cardinala,,,
"6581",hamlet,,Q18438199,Case Cascina,,,
"6582",hamlet,,,Case Chicago,,,
"6583",hamlet,,Q18445917,Case Galletto,,,
"6584",hamlet,,Q18438204,Case Ghina,,,
"6585",hamlet,,,Case Olivieri,,,
"6586",hamlet,,Q18438213,Case Ponte Massa,,,
"6587",hamlet,,,Chiesanuova,,,
"6588",hamlet,,,Fantuzza,,,
"6589",hamlet,"sh:La Billa, Bologna",Q18438388,La Billa,,,
"6590",hamlet,,Q18438392,La Cascinaccia,,,
"6591",hamlet,,,Loreto,,,
"6592",hamlet,,Q18438729,Spazzate-Sassatelli,,,
"6593",hamlet,,,Tombazza,,,
"6594",hamlet,,Q18510089,Vaticano,,,
"6595",hamlet,,Q18445791,Borgo Cavaliera,,,
"6596",hamlet,,,Borgo Liverani,,,
"6597",hamlet,,,La Palazza,,,
"6598",hamlet,,,Mano-Laviana,,,
"6599",hamlet,,Q18446225,San Biagio,,,
"6600",hamlet,,Q18445882,Casa Buzzi,,,
"6601",hamlet,,,Case Alberone,,,
"6602",hamlet,,,La Marmana,,,
"6603",hamlet,,Q18446039,La Platea-Lombardina,,,
"6604",hamlet,,Q18446172,Ponte dei Bassi,,,
"6605",hamlet,,Q18446222,San Bernardino,,,
"6606",hamlet,,,Scuole Pianta,,,
"6607",hamlet,,,Farneta,,,
"6608",hamlet,,,Il Picchio,,,
"6609",hamlet,,,Pazzera,,,
"6610",hamlet,,,Monsummano Alto,true,"1",false
"6611",hamlet,,,Chiesina Ponziani,,,
"6612",hamlet,it:Grotta Parlanti,Q3777008,Grotta Parlanti,,,
"6613",hamlet,,,Biccimurri,,,
"6614",hamlet,,,Cecina,,,
"6615",hamlet,,,La Colonna,,,
"6616",hamlet,,,Mungherino,,,
"6617",hamlet,,,Le Case,,,
"6618",hamlet,,,Uggia,,,
"6619",hamlet,,,Bizzarrino,,,
"6620",hamlet,,,Le Baccane,,,
"6621",hamlet,,,La Pergola,,,
"6622",hamlet,,,Il Piano,,,
"6623",hamlet,,,Le Casette,,,
"6624",hamlet,,,Ranza,,,
"6625",hamlet,,,Sant'Anastasio,,,
"6626",hamlet,,,Torraccia di Chiusi,,,
"6627",hamlet,,,Le Tolfe,,,
"6628",hamlet,,,Giobole,,,
"6629",hamlet,"en:Basciano, Monteriggioni",Q18491450,Basciano,,,
"6630",hamlet,,,Ariano,,,
"6631",hamlet,,,Arnano,,,
"6632",hamlet,,Q18491477,Caldana di Sopra,,,
"6633",hamlet,,,Castellare di Malignano,,,
"6634",hamlet,,,Poggiarello,,,
"6635",hamlet,,,Gallena,,,
"6636",hamlet,,,La Cetina,,,
"6637",hamlet,,,La Suvera,,,
"6638",hamlet,,,Malignano,,,
"6639",hamlet,,Q18491818,Palazzavelli,,,
"6640",hamlet,,,Personata,,,
"6641",hamlet,,Q18491858,Piscialembita,,,
"6642",hamlet,en:San Giusto a Balli,Q18491920,San Giusto a Balli,,,
"6643",hamlet,"en:Toiano, Sovicille",Q18492013,Toiano,,,
"6644",hamlet,,,Sambrona,,,
"6645",hamlet,,,Fornace,,,
"6646",hamlet,,Q122912426,Ruffolo,,,
"6647",hamlet,,,Borgano,,,
"6648",hamlet,it:Orbignano,Q3884959,Orbignano,,,
"6649",hamlet,,,Papone,,,
"6650",hamlet,it:Macchia Antonini,Q3841999,Macchia Antonini,,,
"6651",hamlet,,Q42110678,Provazzano,,,
"6652",hamlet,,,La Villa,,,
"6653",hamlet,,,Case Notari,,,
"6654",hamlet,,,Ca' Pietranera,,,
"6655",hamlet,,,San Miniato in Alpe,,,
"6656",hamlet,,,Molino dell'archetto,,,
"6657",hamlet,,,Le Ghiarine,,,
"6658",hamlet,it:Casola (Tizzano Val Parma),Q123512266,Casola,,,
"6659",hamlet,,,Gubinaria,,,
"6660",hamlet,,,Celso,,,
"6661",hamlet,,,Lugagnano Superiore,,,
"6662",hamlet,,,Lugagnano Inferiore,,,
"6663",hamlet,,,Valcieca,,,
"6664",hamlet,,,Nirone,,,
"6665",hamlet,,,Solara,,,
"6666",hamlet,,,Torre,,,
"6667",hamlet,it:Fibbiana,Q2779842,Fibbiana,,,
"6668",hamlet,,,Trecoste,,,
"6669",hamlet,it:La Costa (Uzzano),Q3820755,La Costa,,,
"6670",hamlet,,,Santa Margherita,,,
"6671",hamlet,it:Medicina (Pescia),Q16577550,Medicina,true,"1",
"6672",hamlet,,,Croci,,,
"6673",hamlet,,,Ponte di Castelvecchio,,,
"6674",hamlet,,,La Torre,,,
"6675",hamlet,,,Coste di Urzano,,,
"6676",hamlet,,,Signano,,,
"6677",hamlet,,,La Costa,,,
"6678",hamlet,,,Il Monte,,,
"6679",hamlet,,,Maccanti Palagina,,,
"6680",hamlet,it:Casore del Monte,Q3661876,Casore del Monte,,,
"6681",hamlet,,,Macchino,,,
"6682",hamlet,,,Goraiolo,,,
"6683",hamlet,it:Mammiano,Q3844166,Mammiano,,,
"6684",hamlet,,,Ca' Teobaldo,,,
"6685",hamlet,,,Case Penuzzi,,,
"6686",hamlet,,,Ca' Fontana,,,
"6687",hamlet,,,Le Vedute,,,
"6688",hamlet,,,Pinete,,,
"6689",hamlet,,,Torre,,,
"6690",hamlet,,,Biagioni,,,
"6691",hamlet,,,Querce,,,
"6692",hamlet,,,Casone,,,
"6693",hamlet,,,Costa,,,
"6694",hamlet,,,Gabbiola,,,
"6695",hamlet,,,La Casa,,,
"6696",hamlet,,,Montecuccoli,,,
"6697",hamlet,,,Pittini,,,
"6698",hamlet,,,Santa Maria,,,
"6699",hamlet,,,Palarino,,,
"6700",hamlet,,,Gamberaia,,,
"6701",hamlet,,,Il Faro,,,
"6702",hamlet,,,San Martino a Cozzi,,,
"6703",hamlet,,,Casacce,,,
"6704",hamlet,,,Le Casette,,,
"6705",hamlet,,,Cà Bianchini,,,
"6706",hamlet,,,Belgatto,,,
"6707",hamlet,,,Tre Ponti,,,
"6708",hamlet,,,Il Borgo,,,
"6709",hamlet,,,San Gregorio,,,
"6710",hamlet,,,Sant'Andrea a Morgiano,,,
"6711",hamlet,,,Tavarnuzze,,,
"6712",hamlet,,,La Malavolta,,,
"6713",hamlet,,,Madonna di Puianello,,,
"6714",hamlet,,,Vivaino,,,
"6715",hamlet,,,Due Ponti,,,
"6716",hamlet,,,La Gatta,,,
"6717",hamlet,,,Ergastolo,,,
"6718",hamlet,,,Villa Santa,,,
"6719",hamlet,,,Casa Balugani,,,
"6720",hamlet,,,Cà Bisetti,,,
"6721",hamlet,,,Cà Sante,,,
"6722",hamlet,,,Gualinga,,,
"6723",hamlet,,,Isola,,,
"6724",hamlet,,,Casa Zacchi,,,
"6725",hamlet,,,Roversi,,,
"6726",hamlet,,,Trogoni,,,
"6727",hamlet,,,Allegara,,,
"6728",hamlet,,,Antico,,,
"6729",hamlet,,,Boschi,,,
"6730",hamlet,,,Casa Azzoni,,,
"6731",hamlet,,,Casalcicogno,,,
"6732",hamlet,,,Fredda,,,
"6733",hamlet,,Q63208554,Spazzavento,,,
"6734",hamlet,,,Casa Pifferi,,,
"6735",hamlet,,,Braida,,,
"6736",hamlet,,,Pescarola di Sopra,,,
"6737",hamlet,,,Poggiobianco,,,
"6738",hamlet,it:Pozzo Alto,Q18498807,Pozzo Alto,,,
"6739",hamlet,,,La Pioppa,,,
"6740",hamlet,,,San Pellegrinetto,true,"1",
"6741",hamlet,,,Sassomorello,true,"1",
"6742",hamlet,,,Serra,,,
"6743",hamlet,,,La Volta,,,
"6744",hamlet,,,Casa Begoli,,,
"6745",hamlet,,,Case Soldi,,,
"6746",hamlet,it:Vinacciano,Q2326976,Vinacciano,,,
"6747",hamlet,,,Monteraponi,,,
"6748",hamlet,it:Pazzano (Serramazzoni),Q3898430,Pazzano di Sotto,true,"1",
"6749",hamlet,,,Pazzano di sopra,true,"1",
"6750",hamlet,,,Caresana,,,
"6751",hamlet,,,Banzuola Nuova,,,
"6752",hamlet,,,Valle,,,
"6753",hamlet,,,Crocetta,,,
"6754",hamlet,,,Molinelli,,,
"6755",hamlet,,,Palaveggio,true,"1",
"6756",hamlet,,,Talbignano Ponte,,,
"6757",hamlet,,,Matteazzi,,,
"6758",hamlet,,,Ceppadella,,,
"6759",hamlet,,,Cà Chiodino,,,
"6760",hamlet,,,La Canalina,,,
"6761",hamlet,,,Lovreto,,,
"6762",hamlet,,,Mulino Pace,,,
"6763",hamlet,,,Prato Bigio,,,
"6764",hamlet,,,Mugnana,,,
"6765",hamlet,,,I Ronchi,,,
"6766",hamlet,,,La Picciniera,,,
"6767",hamlet,,,Casa Beguzzi,,,
"6768",hamlet,,,Casa dello Storto,,,
"6769",hamlet,,,La Banzolina,,,
"6770",hamlet,,,Cà Barbino,,,
"6771",hamlet,,,Cà Carloni,,,
"6772",hamlet,,,Il Poggio,,,
"6773",hamlet,,,Maranello in monte,,,
"6774",hamlet,,,Cozzano,,,
"6775",hamlet,,,La Casetta,,,
"6776",hamlet,,,Selva Smeralda,,,
"6777",hamlet,,,Case Cattani,,,
"6778",hamlet,,,Campo Rosso,,,
"6779",hamlet,,,Ronco,,,
"6780",hamlet,,,Faseto,,,
"6781",hamlet,,,Casa Capanna,,,
"6782",hamlet,,,Pianodolo,,,
"6783",hamlet,,,Roncacciolo,,,
"6784",hamlet,,,Luoghetto,,,
"6785",hamlet,,,Pian del Fiume,,,
"6786",hamlet,,,Salgastri,,,
"6787",hamlet,,,Casa Bordozzi,,,
"6788",hamlet,,,La Cà,,,
"6789",hamlet,,,Perciano,,,
"6790",hamlet,,,Trare,,,
"6791",hamlet,it:Isola (Compiano),Q39545518,Isola,,,
"6792",hamlet,,,All'Oca,,,
"6793",hamlet,,,Casa Bizzarri,,,
"6794",hamlet,,,Castellina,,,
"6795",hamlet,,,Le Coste,,,
"6796",hamlet,,,Castellaro,,,
"6797",hamlet,,,Cinghianello,,,
"6798",hamlet,,,Il Fiorentino,,,
"6799",hamlet,,,Campocecina,,,
"6800",hamlet,,,Casale,,,
"6801",hamlet,,,Casa Biondi,,,
"6802",hamlet,,,Casa di Nogato,,,
"6803",hamlet,,,Cà di Tuccio,,,
"6804",hamlet,,,La Cella,,,
"6805",hamlet,,,Monteleone,,,
"6806",hamlet,,,Risubbiani,,,
"6807",hamlet,,,Balignano,,,
"6808",hamlet,,,Cento,,,
"6809",hamlet,,Q18487251,Poggio Tempesti,,,
"6810",hamlet,,,Cà Vecchia,,,
"6811",hamlet,,,Pian di Gonato,,,
"6812",hamlet,,,Serre,,,
"6813",hamlet,,,Casina,,,
"6814",hamlet,,,Deccio di Brancoli,,,
"6815",hamlet,,,Ombreglio di Brancoli,,,
"6816",hamlet,,,Piazza di Brancoli,,,
"6817",hamlet,it:Madognana,Q3842374,Madognana,,,
"6818",hamlet,,,Cà di Mezzo,,,
"6819",hamlet,,,Cà di Sopra,,,
"6820",hamlet,,,Cà di Sotto,,,
"6821",hamlet,,,La Libbra,,,
"6822",hamlet,,,Le Braglie,,,
"6823",hamlet,,,Montecerreto,,,
"6824",hamlet,,,Il Lago,,,
"6825",hamlet,,Q18460502,Carozzo,,,
"6826",hamlet,,,La Torre,,,
"6827",hamlet,,,La Villa,,,
"6828",hamlet,,,Pangone,,,
"6829",hamlet,,,Sassatella,,,
"6830",hamlet,,Q18491983,Simignano,,,
"6831",hamlet,,,Il Castello,,,
"6832",hamlet,,,Quattro Venti,,,
"6833",hamlet,,,Casale Montese,,,
"6834",hamlet,,,La Pradina,,,
"6835",hamlet,,Q56477228,San Piero in Campo,,,
"6836",hamlet,,,San Giuseppe,,,
"6837",hamlet,,,Micheloni,,,
"6838",hamlet,,,Gossi,,,
"6839",hamlet,,,Turchetto,,,
"6840",hamlet,,Q88467298,Parezzana,,,
"6841",hamlet,,Q37984865,Carraia,,,
"6842",hamlet,,,Pieve San Paolo,,,
"6843",hamlet,,,Toringo,,,
"6844",hamlet,,,Santa Margherita,,,
"6845",hamlet,,Q123512174,Verciano,,,
"6846",hamlet,,,Casine,,,
"6847",hamlet,,,La Varola,,,
"6848",hamlet,,,Ville,,,
"6849",hamlet,it:Pontetetto,Q112225371,Pontetetto,,,
"6850",hamlet,,Q112224998,San Lorenzo a Vaccoli,,,
"6851",hamlet,,,Casa Nuova,,,
"6852",hamlet,,,La Colonna,,,
"6853",hamlet,,,Poggio delle Rovine,,,
"6854",hamlet,,,Treggiara,,,
"6855",hamlet,,,Il Merlo,,,
"6856",hamlet,,,Pian del Valle,,,
"6857",hamlet,,,La Cà,,,
"6858",hamlet,,,Mezzolato,,,
"6859",hamlet,,Q18491874,Poggio Salvi,,,
"6860",hamlet,,,Castelpriore,,,
"6861",hamlet,,,Pagno,,,
"6862",hamlet,,,Tavolicci,,,
"6863",hamlet,,,Il Poggiolo,,,
"6864",hamlet,,,Valdalbero,,,
"6865",hamlet,,,Case Nuove di Masiano,,,
"6866",hamlet,it:Masiano,Q3850796,Masiano,,,
"6867",hamlet,,,Ponte Stella,,,
"6868",hamlet,,,Vione,,,
"6869",hamlet,,,Porcentico,,,
"6870",hamlet,,,Buriano,,,
"6871",hamlet,,,Ferraiolo,,,
"6872",hamlet,,,Cà Pastora,,,
"6873",hamlet,,,Le Corone,,,
"6874",hamlet,,,Faltognano,,,
"6875",hamlet,,,Tezzo,,,
"6876",hamlet,,,Vetracchio,,,
"6877",hamlet,,,Poggiolo,,,
"6878",hamlet,,,La Cà,,,
"6879",hamlet,,,La Torraccia,,,
"6880",hamlet,,,Montecapri,,,
"6881",hamlet,,,Montalto,,,
"6882",hamlet,,,Cà di Malgari,,,
"6883",hamlet,,,Turrito,,,
"6884",hamlet,,,Valbiano,,,
"6885",hamlet,,,La Baracca,,,
"6886",hamlet,,,Giampereta,,,
"6887",hamlet,,,Canvecchio,,,
"6888",hamlet,,Q18485947,Rimbocchi,,,
"6889",hamlet,,Q18485458,La Beccia,,,
"6890",hamlet,,Q18485211,Frassineta,,,
"6891",hamlet,,Q18484937,Corezzo,,,
"6892",hamlet,,,La motta,,,
"6893",hamlet,,Q18486237,Val della Meta,,,
"6894",hamlet,,,Inferno,,,
"6895",hamlet,,,Case Bedato,,,
"6896",hamlet,,,Cavergiumine,,,
"6897",hamlet,,,Cornia,,,
"6898",hamlet,,,La Possessione,,,
"6899",hamlet,,,San Giacomo,,,
"6900",hamlet,,,Canova,,,
"6901",hamlet,,,La Mura,,,
"6902",hamlet,,Q123505370,Nagli,,,
"6903",hamlet,,,Maggiano,,,
"6904",hamlet,,Q47451004,Marmoraia,,,
"6905",hamlet,,,San Chimento,,,
"6906",hamlet,,,Fossato,,,
"6907",hamlet,,,Castellino,,,
"6908",hamlet,,,Il Passetto,,,
"6909",hamlet,,,Lezza,,,
"6910",hamlet,,,Passona,,,
"6911",hamlet,,,Prà di Sotto,,,
"6912",hamlet,,,Faidello,,,
"6913",hamlet,,,Il Ponte,,,
"6914",hamlet,,,Moradina,,,
"6915",hamlet,,,Rimessa,,,
"6916",hamlet,,,Rocchicciola,,,
"6917",hamlet,,,Casa Carbonarci,,,
"6918",hamlet,,,Il Medale,,,
"6919",hamlet,,,La Luna,,,
"6920",hamlet,,,Roncombrellaro,,,
"6921",hamlet,,,Il Capannone,,,
"6922",hamlet,,,Perogrande,,,
"6923",hamlet,,,Tambrullo,,,
"6924",hamlet,,,La Fola,,,
"6925",hamlet,,,Casa Noga,,,
"6926",hamlet,,,Guercio Carpione,,,
"6927",hamlet,,,Bagnola,,,
"6928",hamlet,,,Tre Strade,,,
"6929",hamlet,,,Gatessa,,,
"6930",hamlet,,,Monti di San Lorenzo,,,
"6931",hamlet,,,Le Lezze,,,
"6932",hamlet,,,Ronco,,,
"6933",hamlet,,,La Casa,,,
"6934",hamlet,,,Collealberti,,,
"6935",hamlet,,,Pianello,,,
"6936",hamlet,it:Tripalle,Q18490578,Tripalle,,,
"6937",hamlet,,,Mucellena,,,
"6938",hamlet,,,Reggidì,,,
"6939",hamlet,,,Valchiusa,,,
"6940",hamlet,,,Montetenero,,,
"6941",hamlet,it:Soianella,Q18490555,Soianella,,,
"6942",hamlet,,,Serretto,,,
"6943",hamlet,,,Sommavilla,,,
"6944",hamlet,,,Vallorsara,,,
"6945",hamlet,,,La Creta,,,
"6946",hamlet,,,Ponticelli di Sopra,,,
"6947",hamlet,,,Bernardina,,,
"6948",hamlet,,,Casa Manzi,,,
"6949",hamlet,,,Le Ville,,,
"6950",hamlet,,,Vaglie,,,
"6951",hamlet,,,Castagno,,,
"6952",hamlet,,,Le Valdare,,,
"6953",hamlet,,,Macerino,,,
"6954",hamlet,,,Villa Bibone,true,"1",
"6955",hamlet,,,Capannella,,,
"6956",hamlet,,,Ronco Vecchio,,,
"6957",hamlet,,,Cocco,,,
"6958",hamlet,,Q18441233,Lavacchio,,,
"6959",hamlet,,,Niviano,,,
"6960",hamlet,,,Casa Mucci,,,
"6961",hamlet,,,Cà di Micheletto,,,
"6962",hamlet,,,Lama,,,
"6963",hamlet,,,Renno di Sotto,,,
"6964",hamlet,,,Larniano,,,
"6965",hamlet,,,Montebora,,,
"6966",hamlet,,,Capannella,,,
"6967",hamlet,,,Chiusura,,,
"6968",hamlet,,,La Merizzana,,,
"6969",hamlet,,,Modino,,,
"6970",hamlet,,,Roncadiccio,,,
"6971",hamlet,,,Serreto,,,
"6972",hamlet,,,Cadagnolo,,,
"6973",hamlet,,,Casa Pignatta,,,
"6974",hamlet,,,Fontanini,,,
"6975",hamlet,,,Case Pesci,,,
"6976",hamlet,it:Casacca (Berceto),Q3661377,Casacca,,,
"6977",hamlet,it:Pietramogolana,Q18442965,Pietramogolana,,,
"6978",hamlet,,,Isolalunga,,,
"6979",hamlet,,,Mezzanotte,,,
"6980",hamlet,,,Montale,,,
"6981",hamlet,,,Ponte Modino,,,
"6982",hamlet,,,I Confienti,,,
"6983",hamlet,,,Lazze,,,
"6984",hamlet,,,I Poggetti,,,
"6985",hamlet,,,Il Borgo,,,
"6986",hamlet,,,Casa Caranda,,,
"6987",hamlet,,,Fermignano,,,
"6988",hamlet,it:Monteripaldi,Q3862334,Monteripaldi,,,
"6989",hamlet,,,San Cerbone,,,
"6990",hamlet,,,Casa Cagnarino,,,
"6991",hamlet,,,Casa Giovannoni,,,
"6992",hamlet,,,Selvella,,,
"6993",hamlet,,,La Corte,,,
"6994",hamlet,,,Casa Leonardello,,,
"6995",hamlet,,,Casa Mangioni di Sopra,,,
"6996",hamlet,,,Casa Mangioni di Sotto,,,
"6997",hamlet,,,I Casoni,,,
"6998",hamlet,,,La Gornara,,,
"6999",hamlet,,,Ca dei Quattro,,,
"7000",hamlet,,,La Croce di Cerasa,,,
"7001",hamlet,,,Cà de Guerri,,,
"7002",hamlet,,,Casa Pedroni,,,
"7003",hamlet,,,Faloppa,,,
"7004",hamlet,,,Il Poggiolo,,,
"7005",hamlet,,,La Sega,,,
"7006",hamlet,,,Casa Fabbri,,,
"7007",hamlet,,,La Capanna,,,
"7008",hamlet,,,Osteria,,,
"7009",hamlet,,,Selva Romanesca,,,
"7010",hamlet,,,Casa Giannino,,,
"7011",hamlet,,,Casa delle Rose,,,
"7012",hamlet,,,Casacce,,,
"7013",hamlet,,,Casa Giuliano,,,
"7014",hamlet,,,Casa dell'Alda,,,
"7015",hamlet,,,Cà Pieracci,,,
"7016",hamlet,,,Le Borracce,,,
"7017",hamlet,,,Ponte Sant'Anna,,,
"7018",hamlet,,,Serreto,,,
"7019",hamlet,,,Casa Barrone,,,
"7020",hamlet,,,Casa Ghinozzo,,,
"7021",hamlet,,,Le Borelle,,,
"7022",hamlet,,,La Scaffa,,,
"7023",hamlet,,,Case Vernello,,,
"7024",hamlet,,,Case Nesti,,,
"7025",hamlet,,,Villa,,,
"7026",hamlet,,,Borra di Sopra,,,
"7027",hamlet,,,Casa Corsini,,,
"7028",hamlet,,,La Possione,,,
"7029",hamlet,,,La Teggia,,,
"7030",hamlet,,,Serretto,,,
"7031",hamlet,,,Casa Olimpia,,,
"7032",hamlet,,,L'Isola,,,
"7033",hamlet,,,Montemezzano di Sopra,,,
"7034",hamlet,,,Osteria Nuova,,,
"7035",hamlet,,,Serretto,,,
"7036",hamlet,,,Camerano,,,
"7037",hamlet,,Q18485972,San Cassiano,,,
"7038",hamlet,,,Cà Bonucci,,,
"7039",hamlet,,,Gagnana di Sotto,,,
"7040",hamlet,,,La Sega,,,
"7041",hamlet,,,Livello,,,
"7042",hamlet,,,Melangrano,,,
"7043",hamlet,,,Ponte Nuovo,,,
"7044",hamlet,,,Valdelucce,,,
"7045",hamlet,,,Case Mazza,,,
"7046",hamlet,,,Cortine,,,
"7047",hamlet,,,Isola,,,
"7048",hamlet,,,Mantigno,,,
"7049",hamlet,,,Scheta,,,
"7050",hamlet,,,Irola di Sopra,,,
"7051",hamlet,,,Borraccia,,,
"7052",hamlet,,,La Superchina,,,
"7053",hamlet,,,Le Tonache,,,
"7054",hamlet,,,Lume del Grosso,,,
"7055",hamlet,,,Cervara,,,
"7056",hamlet,,,Fratta,,,
"7057",hamlet,,,Le Tre Tegge,,,
"7058",hamlet,,,Medolo,,,
"7059",hamlet,,,Prato Valera,,,
"7060",hamlet,,,Serra di Mezzo,,,
"7061",hamlet,,,Santa Paola,,,
"7062",hamlet,,,Fusano,,,
"7063",hamlet,,,Ronchi di Mezzo,,,
"7064",hamlet,,,Casa Rico,,,
"7065",hamlet,,,Oriano,,,
"7066",hamlet,,,Citerna,,,
"7067",hamlet,,,Tramalla,,,
"7068",hamlet,,,Pian dei Giullari,,,
"7069",hamlet,,,La Teggia,,,
"7070",hamlet,,,Cà de Lolli,,,
"7071",hamlet,,,L'Osteria,,,
"7072",hamlet,,,Castelluccio,,,
"7073",hamlet,,,Catignano,,,
"7074",hamlet,,,Varna,,,
"7075",hamlet,,,Ricciano,,,
"7076",hamlet,,,Ponte Nanni,,,
"7077",hamlet,,,La Vanna,,,
"7078",hamlet,,,Bosco,,,
"7079",hamlet,,,Casa Galletti,,,
"7080",hamlet,,,Corte di Sotto,,,
"7081",hamlet,,,Filippini,,,
"7082",hamlet,,,Poggiolino,,,
"7083",hamlet,,,Cà Dante,,,
"7084",hamlet,,,Le Vitaie,,,
"7085",hamlet,,,Pilino,,,
"7086",hamlet,,Q18490049,Borghigiana,,,
"7087",hamlet,it:Calenzano (San Miniato),Q18490070,Calenzano Primo,,,
"7088",hamlet,,,Calpetardo,,,
"7089",hamlet,,,Palagio,,,
"7090",hamlet,,,Parrino,,,
"7091",hamlet,,,Marmazza,,,
"7092",hamlet,,,Sedrio,,,
"7093",hamlet,,,Lotta,true,"1",
"7094",hamlet,,,Ville di Sopra,,,
"7095",hamlet,,,Ca' Mazzoni,,,
"7096",hamlet,,,Piazza,,,
"7097",hamlet,,,Cà De Bertoloni,,,
"7098",hamlet,,,Iella di sopra,,,
"7099",hamlet,,,Iella di sotto,,,
